,gameid,GameDate,ab,pitchnum,inning,teambat,balls,strikes,outs,pitcher,pitcherthrows,batter,batterside,pitchresult,pitchresult_desc,eventtype,pitchname,pitchname_desc,spinrate,relspeed,horzbreak,inducedvertbreak,platelocside,platelocheight,hometeam_id,Home,awayteam_id,Visitor,venue_id,venue_name
1310,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,71,1,9.0,0,0.0,0.0,1.0,"Sewald, Paul",R,"Viloria, Meibrys",L,C,Strike - Called,called_strike,FF,Four-seam FB,2341.498291,88.89134216,13.60315323,14.8991394,0.533590257,2.059589148,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1314,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,70,4,9.0,0,1.0,2.0,0.0,"Sewald, Paul",R,"Gimenez, Andres",L,X,Hit Into Play - Out(s),field_out,FF,Four-seam FB,2474.210693,90.37023163,13.6807251,13.43042183,-1.069366336,3.414090395,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1315,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,71,2,9.0,0,0.0,1.0,1.0,"Sewald, Paul",R,"Viloria, Meibrys",L,B,Ball - Called,ball,ST,Sweeper,2374.091064,81.977005,-12.22684765,9.942940712,1.727913857,0.9701702,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1316,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,71,3,9.0,0,1.0,1.0,1.0,"Sewald, Paul",R,"Viloria, Meibrys",L,B,Ball - Called,ball,FF,Four-seam FB,2383.366699,90.59380341,12.89279175,15.83387756,0.7787835,2.412503481,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1317,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,71,4,9.0,0,2.0,1.0,1.0,"Sewald, Paul",R,"Viloria, Meibrys",L,B,Ball - Called,ball,FF,Four-seam FB,2410.877441,90.76860809,13.09537125,15.29270172,0.734793842,1.888979435,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1318,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,71,5,9.0,0,3.0,1.0,1.0,"Sewald, Paul",R,"Viloria, Meibrys",L,X,Hit Into Play - Out(s),field_out,FF,Four-seam FB,2418.120605,91.13448334,14.73230553,14.49317837,0.39734602,1.913228154,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1319,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,72,1,9.0,0,0.0,0.0,2.0,"Sewald, Paul",R,"Straw, Myles",R,C,Strike - Called,called_strike,FF,Four-seam FB,2440.227051,91.1614151,13.76401901,15.77157402,0.227797076,2.187371492,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1320,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,72,2,9.0,0,0.0,1.0,2.0,"Sewald, Paul",R,"Straw, Myles",R,B,Ball - Called,ball,ST,Sweeper,2512.583496,81.12989807,-14.56535053,8.575896263,1.884817243,1.025646567,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1321,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,72,3,9.0,0,1.0,1.0,2.0,"Sewald, Paul",R,"Straw, Myles",R,B,Ball - Called,ball,ST,Sweeper,2611.569092,82.28029633,-13.27502346,10.79858398,1.988088012,1.30725944,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1322,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,72,4,9.0,0,2.0,1.0,2.0,"Sewald, Paul",R,"Straw, Myles",R,B,Ball - Called,ball,FF,Four-seam FB,2479.326904,91.8972702,13.6289444,14.28085709,0.94567728,1.822891951,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1323,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,72,5,9.0,0,3.0,1.0,2.0,"Sewald, Paul",R,"Straw, Myles",R,B,Ball - Called,walk,FF,Four-seam FB,2464.072754,91.46245575,14.32050133,14.02781105,1.070485353,2.839464426,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1324,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,73,1,9.0,0,0.0,0.0,2.0,"Sewald, Paul",R,"Kwan, Steven",L,B,Ball - Called,ball,FF,Four-seam FB,2446.715576,91.78147888,15.80252457,14.99831772,-1.240765691,2.838797092,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1325,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,73,2,9.0,0,1.0,0.0,2.0,"Sewald, Paul",R,"Kwan, Steven",L,B,Ball - Called,ball,FF,Four-seam FB,2428.011963,91.00047302,13.15613747,15.07104874,0.922437847,1.963678598,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1326,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,73,3,9.0,0,2.0,0.0,2.0,"Sewald, Paul",R,"Kwan, Steven",L,C,Strike - Called,stolen_base_2b,ST,Sweeper,2324.571289,83.31932831,-10.7266922,8.566679001,0.462164402,2.163613081,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1327,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,73,4,9.0,0,2.0,1.0,2.0,"Sewald, Paul",R,"Kwan, Steven",L,F,Strike - Foul,foul,FF,Four-seam FB,2547.931396,92.42848206,16.14188957,15.41910744,-0.405281872,3.227124929,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1328,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,73,5,9.0,0,2.0,2.0,2.0,"Sewald, Paul",R,"Kwan, Steven",L,X,Hit Into Play - Out(s),field_out,ST,Sweeper,2468.627686,83.44063568,-9.456531525,11.75982094,-0.326599926,2.677534342,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1399,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,71,1,8.0,1,0.0,0.0,0.0,"Mayza, Tim",L,"Donovan, Brendan",L,C,Strike - Called,called_strike,SI,Sinker,1951.735962,93.23317719,-18.84629822,10.39328575,0.122319728,2.421862364,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1400,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,71,2,8.0,1,0.0,1.0,0.0,"Mayza, Tim",L,"Donovan, Brendan",L,X,Hit Into Play - Out(s),field_out,SI,Sinker,1987.863647,93.87017822,-18.33129883,11.82346916,0.593495011,2.714968681,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1401,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,72,1,8.0,1,0.0,0.0,1.0,"Mayza, Tim",L,"O'Neill, Tyler",R,X,Hit Into Play - Out(s),field_out,SI,Sinker,2024.0,93.53305054,-15.77750874,9.644762039,0.025772754,2.039579391,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1402,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,73,1,8.0,1,0.0,0.0,2.0,"Mayza, Tim",L,"Goldschmidt, Paul",R,C,Strike - Called,called_strike,SI,Sinker,1101.991577,93.15052795,-15.62033558,10.68241405,0.821386039,1.731897354,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1403,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,73,2,8.0,1,0.0,1.0,2.0,"Mayza, Tim",L,"Goldschmidt, Paul",R,B,Ball - Called,ball,SI,Sinker,2033.668335,93.69827271,-15.38207817,13.31406403,-1.003743649,3.72755456,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1404,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,73,3,8.0,1,1.0,1.0,2.0,"Mayza, Tim",L,"Goldschmidt, Paul",R,B,Ball - Called,ball,SL,Slider,2179.103027,85.14307404,-0.488485038,0.849511981,-0.68804431,0.811675727,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1405,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,73,4,8.0,1,2.0,1.0,2.0,"Mayza, Tim",L,"Goldschmidt, Paul",R,D,Hit Into Play - No Out(s),single,SI,Sinker,1998.050293,92.56381989,-16.65435791,7.992007256,0.639123678,1.671901941,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1406,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,74,1,8.0,1,0.0,0.0,2.0,"Mayza, Tim",L,"Arenado, Nolan",R,S,Strike - Swinging,swinging_strike,SI,Sinker,1948.023438,93.83215332,-17.30802536,9.063097954,0.807170868,1.096662998,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1407,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,74,2,8.0,1,0.0,1.0,2.0,"Mayza, Tim",L,"Arenado, Nolan",R,B,Ball - Called,ball,SI,Sinker,1110.582153,94.16687775,-14.30134106,10.44910336,1.209103227,3.185366154,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1408,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,74,3,8.0,1,1.0,1.0,2.0,"Mayza, Tim",L,"Arenado, Nolan",R,F,Strike - Foul,foul,SI,Sinker,1978.115723,94.00431061,-19.1705265,8.244419098,0.289321572,1.70222342,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1409,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,74,4,8.0,1,1.0,2.0,2.0,"Mayza, Tim",L,"Arenado, Nolan",R,*B,Ball - Ball In Dirt,blocked_ball,SL,Slider,2213.548096,87.15465546,0.927394152,-0.069947481,-0.77624619,0.253069073,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1410,2023/04/02/tormlb-slnmlb-1,4/2/2023 18:15,74,5,8.0,1,2.0,2.0,2.0,"Mayza, Tim",L,"Arenado, Nolan",R,X,Hit Into Play - Out(s),field_out,SI,Sinker,2071.452393,95.14315033,-18.47349548,7.92086935,0.747076929,2.213250637,138,St. Louis Cardinals,141,Toronto Blue Jays,2889,Busch Stadium
1599,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,70,1,9.0,0,0.0,0.0,0.0,"Sewald, Paul",R,"Gimenez, Andres",L,B,Ball - Called,ball,ST,Sweeper,2319.329346,80.59880066,-6.91652441,7.300297737,0.11840152,0.944489896,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1600,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,70,2,9.0,0,1.0,0.0,0.0,"Sewald, Paul",R,"Gimenez, Andres",L,C,Strike - Called,called_strike,FF,Four-seam FB,2540.730469,90.74502563,13.3533926,13.90082932,-0.452732384,2.470296383,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1601,2023/04/02/clemlb-seamlb-1,4/2/2023 20:10,70,3,9.0,0,1.0,1.0,0.0,"Sewald, Paul",R,"Gimenez, Andres",L,F,Strike - Foul,foul,ST,Sweeper,2441.608887,81.04186249,-8.818502426,11.83460808,0.101936676,2.345413923,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1662,2023/04/02/detmlb-tbamlb-1,4/2/2023 17:10,46,1,7.0,0,0.0,0.0,0.0,"Poche, Colin",L,"Greene, Riley",L,S,Strike - Swinging,swinging_strike,SL,Slider,2430.128906,81.9571991,5.036324024,3.213271379,-0.612001836,0.862750232,139,Tampa Bay Rays,116,Detroit Tigers,12,Tropicana Field
1663,2023/04/02/detmlb-tbamlb-1,4/2/2023 17:10,46,2,7.0,0,0.0,1.0,0.0,"Poche, Colin",L,"Greene, Riley",L,S,Strike - Swinging,swinging_strike,SL,Slider,2512.506836,81.9557724,4.962781906,1.973912954,-0.47897014,1.743287086,139,Tampa Bay Rays,116,Detroit Tigers,12,Tropicana Field
1693,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,56,1,8.0,1,1.0,0.0,1.0,"Karinchak, James",R,"Raleigh, Cal",L,B,Ball - Called,ball,FF,Four-seam FB,2232.768799,95.83019257,4.79612112,21.83893013,-0.718389034,4.105966568,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1694,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,56,2,8.0,1,2.0,0.0,1.0,"Karinchak, James",R,"Raleigh, Cal",L,S,Strike - Swinging,swinging_strike,FF,Four-seam FB,2193.588135,95.98954773,6.126704216,21.44391823,0.031467795,2.841578245,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1695,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,56,3,8.0,1,2.0,1.0,1.0,"Karinchak, James",R,"Raleigh, Cal",L,F,Strike - Foul,foul,FF,Four-seam FB,2222.296875,95.7755661,3.448028564,20.48274612,0.237152144,3.134294987,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1696,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,56,4,8.0,1,2.0,2.0,1.0,"Karinchak, James",R,"Raleigh, Cal",L,F,Strike - Foul,foul,FF,Four-seam FB,2123.621826,96.05384827,5.215518951,18.92502785,-0.196907535,3.967254162,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1697,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,56,5,8.0,1,2.0,2.0,1.0,"Karinchak, James",R,"Raleigh, Cal",L,C,Strike - Called,strikeout,FF,Four-seam FB,2129.358154,95.87399292,5.582609177,20.54084015,-0.030183835,2.960311174,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1698,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,57,1,8.0,1,0.0,0.0,2.0,"Karinchak, James",R,"Crawford, J.P.",L,B,Ball - Called,ball,FF,Four-seam FB,2123.983154,95.43881989,5.16895771,20.06218147,-0.438926518,3.730417967,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1699,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,57,2,8.0,1,1.0,0.0,2.0,"Karinchak, James",R,"Crawford, J.P.",L,*B,Ball - Ball In Dirt,blocked_ball,CU,Curveball,2248.899902,83.10057831,0.382507771,-7.431247711,0.614759147,0.376135051,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1700,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,57,3,8.0,1,2.0,0.0,2.0,"Karinchak, James",R,"Crawford, J.P.",L,B,Ball - Called,ball,FF,Four-seam FB,2033.746338,95.28437042,5.390202522,20.07157516,-0.962428927,4.361271858,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1701,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,57,4,8.0,1,3.0,0.0,2.0,"Karinchak, James",R,"Crawford, J.P.",L,B,Ball - Called,walk,FF,Four-seam FB,2227.596191,94.93930054,6.504340172,20.20571899,-1.305421829,3.617675781,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1702,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,58,1,8.0,1,0.0,0.0,2.0,"Karinchak, James",R,"Rodriguez, Julio",R,C,Strike - Called,called_strike,CU,Curveball,2352.19458,83.00522614,-0.016391141,-7.277404785,0.023623586,2.361945391,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1703,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,58,2,8.0,1,0.0,1.0,2.0,"Karinchak, James",R,"Rodriguez, Julio",R,C,Strike - Called,called_strike,CU,Curveball,2353.88208,82.9411087,-2.161456823,-8.471325874,0.273138583,3.392058849,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1704,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,58,3,8.0,1,0.0,2.0,2.0,"Karinchak, James",R,"Rodriguez, Julio",R,B,Ball - Called,ball,FF,Four-seam FB,2145.906982,95.90992737,2.111195564,19.8681488,1.425536394,3.444343567,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
1705,2023/04/01/clemlb-seamlb-1,4/2/2023 1:40,58,4,8.0,1,1.0,2.0,2.0,"Karinchak, James",R,"Rodriguez, Julio",R,S,Strike - Swinging,strikeout,FF,Four-seam FB,1745.221802,95.89909363,2.259854317,20.30072975,0.917615294,2.431006432,136,Seattle Mariners,114,Cleveland Guardians,680,T-Mobile Park
2713,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,75,1,8.0,1,0.0,0.0,0.0,"Kimbrel, Craig",R,"Thompson, Bubba",R,F,Strike - Foul,foul,FF,Four-seam FB,2422.308105,95.32324982,6.484165192,14.80783081,0.288939297,2.402921438,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2714,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,75,2,8.0,1,0.0,1.0,0.0,"Kimbrel, Craig",R,"Thompson, Bubba",R,D,Hit Into Play - No Out(s),double,KC,Knuckle Curve,2602.760498,84.70178986,-20.23265076,-4.058255672,0.583552063,1.337856531,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2715,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,1,8.0,1,0.0,0.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,C,Strike - Called,called_strike,FF,Four-seam FB,2466.436523,96.11724091,9.029121399,18.03127289,0.035107713,2.651571512,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2716,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,2,8.0,1,0.0,1.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,C,Strike - Called,called_strike,FF,Four-seam FB,2434.67041,95.18715668,6.700276852,16.05552292,0.848841906,2.122630358,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2717,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,3,8.0,1,0.0,2.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,B,Ball - Called,passed_ball,FF,Four-seam FB,2467.278564,95.24163818,10.9749279,15.79748726,0.95733577,3.230025768,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2718,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,4,8.0,1,1.0,2.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,F,Strike - Foul,foul,FF,Four-seam FB,2379.58252,95.05747223,7.310606956,16.46216965,0.770014942,2.488298178,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2719,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,5,8.0,1,1.0,2.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,*B,Ball - Ball In Dirt,blocked_ball,KC,Knuckle Curve,2798.081787,85.78288269,-15.52349281,-11.29466724,1.77902627,0.362861484,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2720,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,6,8.0,1,2.0,2.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,B,Ball - Called,ball,FF,Four-seam FB,2477.291992,95.22322083,9.069301605,15.2367382,1.662526727,2.341468334,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2721,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,76,7,8.0,1,3.0,2.0,0.0,"Kimbrel, Craig",R,"Garver, Mitch",R,B,Ball - Called,walk,FF,Four-seam FB,2552.460205,95.8538208,12.06019306,14.95419502,1.367673755,1.368338704,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2722,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,77,1,8.0,1,0.0,0.0,0.0,"Kimbrel, Craig",R,"Duran, Ezequiel",R,C,Strike - Called,called_strike,FF,Four-seam FB,2438.2771,95.7195816,12.94236088,14.69345474,0.41096577,1.676162124,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2723,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,77,2,8.0,1,0.0,1.0,0.0,"Kimbrel, Craig",R,"Duran, Ezequiel",R,B,Ball - Called,ball,KC,Knuckle Curve,2661.023193,86.24891663,-13.82607937,0.368576497,0.728850126,1.408829331,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2724,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,77,3,8.0,1,1.0,1.0,0.0,"Kimbrel, Craig",R,"Duran, Ezequiel",R,S,Strike - Swinging,swinging_strike,KC,Knuckle Curve,2721.872559,85.06680298,-17.6248703,-0.976535082,1.269933701,1.407184362,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2725,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,77,4,8.0,1,1.0,2.0,0.0,"Kimbrel, Craig",R,"Duran, Ezequiel",R,C,Strike - Called,strikeout,FF,Four-seam FB,2421.69458,95.38117218,11.73021889,16.22177696,0.44976595,2.364696026,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2726,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,78,1,8.0,1,0.0,0.0,1.0,"Kimbrel, Craig",R,"Smith, Josh",L,B,Ball - Called,ball,FF,Four-seam FB,2413.61792,95.56031799,12.30794621,14.33984375,1.007218003,1.651455164,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2727,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,78,2,8.0,1,1.0,0.0,1.0,"Kimbrel, Craig",R,"Smith, Josh",L,C,Strike - Called,called_strike,FF,Four-seam FB,2454.182617,95.52425385,8.854738235,16.64663696,0.586863697,2.060779095,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2728,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,78,3,8.0,1,1.0,1.0,1.0,"Kimbrel, Craig",R,"Smith, Josh",L,B,Ball - Called,ball,FF,Four-seam FB,2442.071045,95.27365112,12.52914333,14.22828674,1.022876143,1.352983832,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2729,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,78,4,8.0,1,2.0,1.0,1.0,"Kimbrel, Craig",R,"Smith, Josh",L,B,Ball - Called,ball,FF,Four-seam FB,2487.763428,95.08397675,7.642528534,15.83765984,-1.066004872,3.845131159,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
2730,2023/04/01/phimlb-texmlb-1,4/1/2023 20:05,78,5,8.0,1,3.0,1.0,1.0,"Kimbrel, Craig",R,"Smith, Josh",L,B,Ball - Called,walk,FF,Four-seam FB,2363.148193,94.09553528,7.906037331,15.16370487,-1.016070843,2.980755806,140,Texas Rangers,143,Philadelphia Phillies,5325,Globe Life Field
4861,2023/04/01/pitmlb-cinmlb-1,4/1/2023 20:10,68,2,9.0,0,0.0,1.0,1.0,"Diaz, Alexis",R,"Bae, Ji-hwan",L,B,Ball - Called,ball,FF,Four-seam FB,2703.297852,95.50209808,11.90996742,11.72851181,-0.678219676,3.474546432,113,Cincinnati Reds,134,Pittsburgh Pirates,2602,Great American Ball Park
4862,2023/04/01/pitmlb-cinmlb-1,4/1/2023 20:10,68,3,9.0,0,1.0,1.0,1.0,"Diaz, Alexis",R,"Bae, Ji-hwan",L,C,Strike - Called,called_strike,SL,Slider,2737.51123,85.59602356,-6.051225185,1.864593267,-0.397907227,2.066979408,113,Cincinnati Reds,134,Pittsburgh Pirates,2602,Great American Ball Park
4863,2023/04/01/pitmlb-cinmlb-1,4/1/2023 20:10,68,4,9.0,0,1.0,2.0,1.0,"Diaz, Alexis",R,"Bae, Ji-hwan",L,S,Strike - Swinging,strikeout,FF,Four-seam FB,2789.458008,95.63417816,12.02073288,14.6817255,0.376015395,1.700578213,113,Cincinnati Reds,134,Pittsburgh Pirates,2602,Great American Ball Park
4864,2023/04/01/pitmlb-cinmlb-1,4/1/2023 20:10,69,1,9.0,0,0.0,0.0,2.0,"Diaz, Alexis",R,"Choi, Ji-Man",L,B,Ball - Called,ball,FF,Four-seam FB,2559.952637,94.10453033,12.05964088,12.53831291,-1.752852201,2.801325798,113,Cincinnati Reds,134,Pittsburgh Pirates,2602,Great American Ball Park
4865,2023/04/01/pitmlb-cinmlb-1,4/1/2023 20:10,69,2,9.0,0,1.0,0.0,2.0,"Diaz, Alexis",R,"Choi, Ji-Man",L,X,Hit Into Play - Out(s),field_out,FF,Four-seam FB,2625.785889,94.33757782,12.78991508,13.25289154,0.520699918,2.057475805,113,Cincinnati Reds,134,Pittsburgh Pirates,2602,Great American Ball Park
5366,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,6,9.0,1,2.0,2.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,F,Strike - Foul,foul,KC,Knuckle Curve,2642.010742,87.58672333,-9.135248184,-8.618330956,-0.161261454,1.808534622,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5367,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,7,9.0,1,2.0,2.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,D,Hit Into Play - No Out(s),single,FF,Four-seam FB,2448.237305,97.04020691,6.948387146,12.67007828,-0.011859519,1.749404073,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5368,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,68,1,9.0,1,0.0,0.0,0.0,"Kimbrel, Craig",R,"McMahon, Ryan",L,C,Strike - Called,called_strike,KC,Knuckle Curve,2613.036377,86.66708374,-9.344210625,-8.641527176,-0.510177374,2.471594572,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5369,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,68,2,9.0,1,0.0,1.0,0.0,"Kimbrel, Craig",R,"McMahon, Ryan",L,C,Strike - Called,called_strike,KC,Knuckle Curve,2713.797607,86.80450439,-9.271154404,-9.349523544,-0.248363957,2.437752962,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5370,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,68,3,9.0,1,0.0,2.0,0.0,"Kimbrel, Craig",R,"McMahon, Ryan",L,F,Strike - Foul,foul,KC,Knuckle Curve,2683.736572,86.92481232,-7.542190552,-9.646058083,-0.536776662,1.166302085,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5373,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,5,9.0,1,2.0,2.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,F,Strike - Foul,foul,FF,Four-seam FB,2459.082275,95.97350311,7.316346645,13.4660778,0.067169465,2.647185802,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5374,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,4,9.0,1,1.0,2.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,B,Ball - Called,ball,FF,Four-seam FB,2394.418701,97.03414917,6.651585579,11.47624207,0.594700873,3.258433819,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5375,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,3,9.0,1,1.0,1.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,F,Strike - Foul,foul,FF,Four-seam FB,2431.755859,96.7099762,7.455590248,12.64538956,0.552890837,2.541930914,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
5376,2023/05/12/phimlb-colmlb-1,5/13/2023 0:40,67,2,9.0,1,1.0,0.0,0.0,"Kimbrel, Craig",R,"Diaz, Elias",R,F,Strike - Foul,foul,FF,Four-seam FB,2425.201416,96.37888336,11.62710571,15.84156704,0.189641222,2.023997068,115,Colorado Rockies,143,Philadelphia Phillies,19,Coors Field
